id,date,data.card.id,data.text
686e9fad433a229580da6661,2025-07-09T16:58:21.968Z,686e9cb0dcbd24e217a7e64d,"oiê, tudo bem? queríamos começar dizendo que estamos muito felizes dos nossos caminhos terem se cruzado :) para a gente começar, te convidamos para falar um pouco mais de você nesse formulário que voce recebeu. se você se inscreveu diretamente no link da descrição da vaga, você já respondeu essas perguntas e pode desconsiderar esse e-mail. se você recebeu o contato da cora ao invés de se inscrever, é importante que você responda. fazemos algumas perguntas já nesse primeiro momento pensando em agilizar o seu processo. pode deixar que seus dados serão administrados com bastante responsabilidade da nossa parte e, caso não queira informar algumas informações, sem problemas! todas as perguntas oferecem a opção de ""prefiro não responder"". abraços com gratidão, time cora [clique aqui para r](https://hcpxvxtb.r.us-east-1.awstrack.me/l0/https:%2f%2fcora.inhire.app%2fforms%2ftest%2fh8ocef3e%2f40837553-33ce-4338-adfb-1e2c3e039388%2f17329de4-4d36-4eb8-b2ad-3d488c8a277b/1/01000197f01ae368-41bfc47b-ac04-4c2d-adc0-a07ab56b9809-000000/mbzokxpisenm2c4plhgc1-pcz6k=434 ""‌"")"
68790aecccfcdf8deb0b5960,2025-07-17T14:38:36.837Z,68765b53ae5fdfd0d92d5d6e,"oi, erika! esperamos que esteja bem ![😊](https://fonts.gstatic.com/s/e/notoemoji/16.0/1f60a/72.png) primeiramente, obrigada por se inscrever neste processo seletivo. para essa posição, há uma exigência de conhecimento avançado em sql e excel, e por conta disso não daremos continuidade nesse momento. mas não desanime! nós estamos crescendo e teremos outras oportunidades em breve. fique à vontade olhar a nossa [página de carreiras](https://hcpxvxtb.r.us-east-1.awstrack.me/l0/https:%2f%2fvemserwill.gupy.io%2f/1/0100019818a4e3e7-40a3e00d-a0b4-4c78-bce1-e43fd474b74e-000000/pseqcupionuukepfsbiybipefnw=435 ""‌"") e se aplicar em outras vagas sempre que desejar! agradecemos novamente pelo seu interesse em fazer parte da nossa história! boa sorte e sucesso! ![🚀](https://fonts.gstatic.com/s/e/notoemoji/16.0/1f680/72.png) até breve! ![💛](https://fonts.gstatic.com/s/e/notoemoji/16.0/1f49b/72.png) equipe de talent acquisition - will bank"
6877a3a5efd09f2d01fbd969,2025-07-16T13:05:41.372Z,687786d74f1cf9d24431aa4e,"olá, larissa fico feliz pela rápida resposta e pelo interesse na minha candidatura. em relação a pretensão salarial, adoraria saber mais sobre a vaga para podermos alinhar melhor. mas pelo escopo já fornecido no post do linkedin, creio que o meu perfil profissional e experiência ainda estariam em nível júnior, desta forma indico um valor de r$5000 (clt) como um ponto de partida para conversarmos. no entanto, estou super aberta a discutirmos esse valor conforme plano de carreira, benefícios e desafios da vaga. fico à disposição para seguir o processo, abraço, érika borelli"
6877a39bde94e8331f868070,2025-07-16T13:05:31.898Z,687786d74f1cf9d24431aa4e,"oi, erika. bom dia, tudo bem? obrigada pelo envio do seu currículo. hoje qual seria sua pretensão salarial? \-- atenciosamente,  larissa jarra nascimento (she/her)  tech recruiter | recrutadora de ti  +55 (11) 97802-9430são paulo, br  [linkedin](https://www.linkedin.com/company/k2-partnering-solutions/ ""‌"") | [facebook](https://www.facebook.com/k2partnering ""‌"") | [twitter](https://twitter.com/k2partnering ""‌"") | [instagram](https://www.instagram.com/k2partnering ""‌"") ![brazil-gptw-logo-and-badge@2x.png](https://ci3.googleusercontent.com/meips/adkq_nbst9_owcx1ypgwtymjhx5lcjz9sjdsjcfc4c4jqeeybz8xmsw1r7ooqgaofdejv4a0btdj4dop294ksbgalikr6dkq8emfupkykeelylecu-ribfnhbfqlkqxepdyojjvvspwcdl6s_ri5jg=s0-d-e1-fthttps://k2partnering.com/k2_assets/signatures/brazil/brazil-gptw-logo-and-badge@2x.png) k2 partnering solutions _being the best by working with the best._ atlanta | bogota | boston | curitiba | dallas | düsseldorf | frankfurt | geneva | hawaii | london | madrid | mexico city | milan | munich | naples | nova scotia | ontario | osaka | philippines | prague | providence | san francisco | shanghai | singapore | sydney | são paulo | tokyo | trujillo | zürich ‌ ![k2ts.png](https://ci3.googleusercontent.com/meips/adkq_nyckc681leikztxeslzlfcszmjgxwc0tttszphiwtfjo-kt9gbzcu9w3-tdx4fo0cicm-rhz4-emcd7naojbx339qtjxmkr4p_l=s0-d-e1-fthttps://k2partnering.com/k2_assets/logos/80/k2ts.png) ‌ ![k2ms.png](https://ci3.googleusercontent.com/meips/adkq_nzk24ujl3u7b1qjvhxi7wyknr4ww2lqt9vjjvtyqcrltskqfy8v2wk459djpm6glxiltnziv-mhvdc1_sl89udzub-u_xkhkltl=s0-d-e1-fthttps://k2partnering.com/k2_assets/logos/80/k2ms.png) ‌ ![k2u.png](https://ci3.googleusercontent.com/meips/adkq_nypbd0prcjqpchay01rjxmn4kdejb3b2_ccijbgrhj65rxq2mrjtqg2ntmnlv5vwojhq4hz6jn0l5yn3gzr5izovvvvbejjo5m=s0-d-e1-fthttps://k2partnering.com/k2_assets/logos/80/k2u.png) ![k2ps.png](https://ci3.googleusercontent.com/meips/adkq_ny4lnjg7oc_nssl6hf6ydiggdnjhyvq01tfzo5k3syxds4zkmpndp_waeft2tr-_pl37cyz2tlbjyk2dnbxsgr8zfnk3zkzyxxi=s0-d-e1-fthttps://k2partnering.com/k2_assets/logos/80/k2ps.png) > ‌ ‌ ‌ k2 partnering solutions ltd is a limited company registered in england & wales | company registration no.: 3534323 | registered office: 145 leadenhall street, london, ec3v 4qt| vat no. gb 927 293 207. visit our website [k2partnering.com](https://k2partnering.com/ ""‌"") and see our privacy statement, for details of why and how we use personal data and your rights (including your right to object and to stop receiving direct marketing from us). ‌ [linkedin](https://www.linkedin.com/company/k2-partnering-solutions/ ""‌"") | [facebook](https://www.facebook.com/k2partnering ""‌"") | [x](https://twitter.com/k2partnering ""‌"") | [instagram](https://www.instagram.com/k2partnering ""‌"") ![k2 partnering solutions logo](https://ci3.googleusercontent.com/meips/adkq_nbaajrpftmpw9wstfbyfggi6yxoat5l7rktj96zvwf8sjrosgpsklcy48z69nqwea7misylnpdgvo_qcrpsz3eaxptdapkv2qbjylafpqs8qavpzc5vutcp6ml0rmnoe7glxoptccrlk-jq7kse=s0-d-e1-fthttps://k2partnering.com/k2_assets/signatures/update/global/k2ps-logo-and-tagline@2x.png) atlanta | bangkok | bogota | boston | curitiba | dallas | detroit | düsseldorf | frankfurt | geneva | hawaii | london | madrid | mexico city | miami | milan | munich | naples | nova scotia | ontario | osaka | philippines | prague | providence | san francisco | san salvador | shanghai | singapore | sydney | são paulo | tokyo | trujillo | vizag | zürich"
687e914740ff0268b678d4a3,2025-07-21T19:13:11.629Z,68778edc51fd867f7b3a5d47,"olá, érika, boa tarde!! ‌ agradecemos pelo envio do seu currículo e pelo seu interesse em fazer parte da nossa equipe. ‌ recebemos suas informações com sucesso e, caso seu perfil esteja alinhado com as necessidades da posição em aberto, entraremos em contato para darmos continuidade ao processo seletivo. ‌ desejamos sucesso em sua trajetória profissional. ‌ atenciosamente,"
687e9d1502f9ab87709ae43c,2025-07-21T20:03:33.144Z,68790c139e8481bf45d5ede9,"service lat is responsible for ensuring the best performance possible of wind turbines in the lat sub (latin america). the position will be part of the service analytics from operations service department. ‌ responsibilities: - develop visual tools such as power bi to create a clear picture for management and ensure stakeholders are informed on continuous basis on how they are performing and trending - update and do maintenance on dashboards (power bi) already available in lat sbu - perform data analysis to find cost-out opportunities/initiatives through entire service value chain in all latin america service organization - do process automation regarding data collection, data transformation and data modeling in order to support on the digital transformation ‌ qualifications: ‌ - bachelors degree in it or correlated areas (engineer, statistics etc) - proficient knowledge in etl process and data modelling, web scraping is a plus - extensive knowledge in database (e.g., data lake, data warehouse) - advanced skills on power bi tool - experience with power automate and power apps - proficient in microsoft office programs (power point, excel, word) - extensive knowledge in python, sql (power shell) - desired experience with sap, salesforce objects - desired experience with app development - desired knowledge in machine learning - knowledge in machine learning - proficiency in english and spanish (desired) - good investigative skills including the ability to evaluate and interpret complex information from numerous sources, prepare and present analysis and reports, deal with issues creatively and find business-focused solutions - good organizational skills and experience working in a high volume and inspiring professional environment with a capacity to prioritize, manage multiple responsibilities, reach business goals, perform, and always work with a customer-focused approach ‌ ‌ location: natal"
687a352fc7f98e8066fe8ca7,2025-07-18T11:51:11.875Z,687a26e068cef90fe5a9aa5f,"hi erika, thank you for applying to somewhere! the next step in the process is an online typing speed assessment. if you have already completed a typing assessment as part of a previous application with us, you may disregard this email. important reminders: - please take the test on a pc or laptop for the best experience and accurate results. - you can only take the test once. you can take as many practice tests before proceeding. - use the same email address you used for your application so we can properly track your results. [click here to take the 1-minute timed test.](https://somewheretypingtest.com/test ""‌"") ![📌](https://fonts.gstatic.com/s/e/notoemoji/16.0/1f4cc/32.png) if you experience any technical issues preventing you from completing the test, please send proof to [help@somewhere.com](mailto:help@somewhere.com ""‌""), and we will review your request accordingly. ‌ \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\__ ![ad\_4nxfkznlpvvq4psde9t2jbqkyadtaiav\_szxtxuzvan-plcnl-lwvx0jtiqf088whjnscmdduobyp\_s215kjl2fgow-uj9cmpuzlacevbhgoujwopapwy35knzjl95uwmhzxecbxfhfge23\_lbe8vbj2wx4dew6w\_xypecjdmda?key=f22hx3hrgif7y5mjxzfvkq](https://lh7-rt.googleusercontent.com/docsz/ad_4nxfkznlpvvq4psde9t2jbqkyadtaiav_szxtxuzvan-plcnl-lwvx0jtiqf088whjnscmdduobyp_s215kjl2fgow-uj9cmpuzlacevbhgoujwopapwy35knzjl95uwmhzxecbxfhfge23_lbe8vbj2wx4dew6w_xypecjdmda?key=f22hx3hrgif7y5mjxzfvkq) max mwape senior recruiter"
687ccccf03f4eb0105217337,2025-07-20T11:02:39.343Z,686dbae8941a784aa1cbbae5,"‌ erika, você está dentro do nosso processo seletivo! ‌ a primeira etapa já está disponível para você na plataforma! pedimos para que acesse o link abaixo em até 2 dias, para realizá-la. [https://looqbox.gupy.io/candidates/applications/585803218](https://email.gupy.com.br/c/ejwcjufurtamae-t7d5kdnhmkcxfca-thbivcap5vd_tk7ocatstwroyera5ebrby8_edgs4rupthaijii2uhs4dere4pglwwwi4gb1559f7t93egvecwhbjirkywx286rulentlzfewtvzv0_83mbuyd9wvrx-6p6eogtnkmuqslm8ds9s6lyit6pngyco7hjzbk-srfmqtcux7mipbtb1s9udjw4h6vdnf_wbhclafeml6xsdjvwp8bgaa__-vvejq ""‌"") nesta primeira etapa, queremos que você grave um áudio (até 60 segundos) respondendo a seguinte pergunta: - conte-nos algum desafio na programação que você tem orgulho de ter resolvido, e como você fez para resolvê-lo. queremos que você foque somente no conteúdo da sua resposta, deixando de lado qualquer preocupação com a imagem. o nosso foco está em ouvir a sua resposta! por isso, pedimos para você tapar sua câmera. a plataforma não possui a função de desabilitar a câmera, por isso, siga nosso passo-a-passo antes de responder a pergunta: 1. tape sua câmera: use um pedaço de papel, pano, ou de fita adesiva, o que preferir! você pode, inclusive, redirecionar sua câmera para uma parede. 1. clique em _“gravar novo vídeo”_ no meio da página_._ 1. libere o acesso à câmera e microfone na janela que irá aparecer no canto superior esquerdo da tela clicando em _“permitir”._ a câmera deve permanecer tapada. 1. clique no círculo vermelho no meio da tela para começar a gravar a sua resposta. aguarde a contagem regressiva para iniciar. 1. quando finalizar, é só clicar no mesmo círculo vermelho novamente. 1. assista a gravação e, se estiver contente, clique em “_utilizar vídeo”_. caso queira refazer, clique em _“gravar novamente”_. 1. após a plataforma processar sua resposta, você poderá rever a gravação e, se desejar, excluir o arquivo e regravar clicando em _“gravar novo vídeo”._ se estiver feliz com o resultado, clique em _“enviar para empresa”_ para finalizar. se preferir, a plataforma disponibiliza a opção de subir um arquivo nos formatos: mp4 e webm. ‌ aproveite para conhecer um pouco mais do looqbox em nosso material em anexo: por dentro do looqbox. prepare-se e boa sorte! ‌ atenciosamente, jaqueline torres time people & culture"
68553349dc1f18512e9227c8,2025-06-20T10:09:13.079Z,68553316edd948b6d39c4b10,"i am sneha kutty from tata consultancy services. i have seen your profile on linkedin for data scientist (rfp) and for which i have sent you an email please reply with the detaila filled and cv attached. woukd request you to also copy the below mentioned email id when you revert. [kuttysneha95@gmail.com](mailto:kuttysneha95@gmail.com ""‌"")"
682f3454fc055dcf992d39dc,2025-05-22T14:27:32.886Z,682f333a4fc045f89b3003bc,"lara, parece uma vaga excelente e me vejo me encaixando nela como uma luva. seria uma entrevista inicial pra identificar se me encaixo na vaga? você poderia me falar um pouco mais sobre o processo seletivo? oii erika, bom dia!! tudo bem? sim sim, esse primeiro contato é uma entrevista inicial para alinharmos os principais pontos da vaga e se estão de acordo com as suas expectativas feito isso seguimos o processo podemos agendar? bom dia, lara. vamos marcar a entrevista sim podemos agendar amanhã às 12h? podemos sim, seria videoconferência ou só uma ligação? neste primeiro momento apenas uma ligação beleza, tudo certo então. confirmado amanhã"
