id,dateLastActivity,desc,due,name,label_names
684c1005b986bba107a1917a,2025-06-13T11:48:36.998Z," about the job job description o time de analytics e insights busca um profissional com habilidades em análise de dados, interpretação de métricas e geração de insights estratégicos. sua principal responsabilidade é transformar grandes volumes de dados em informações objetivas, identificando padrões, tendências e oportunidades de melhoria. também é papel da equipe desenvolver e manter dashboards, relatórios e análises preditivas, sempre buscando aprimorar a eficiência. responsibilities and assignments - criação de relatórios e dashboards personalizados para os times estratégicos e operacionais da área de negócio do porto bank, proporcionando suporte na compreensão das métricas e na jornada do processo; - coleta, enriquecimento e estruturação das bases de dados utilizadas na construção de relatórios, utilizando os sistemas disponíveis pela companhia (através de programação); - interpretação dos resultados das análises e geração de insights valiosos, comunicando essas descobertas através de apresentações, dashboards ou relatórios de maneira clara e compreensível para todos os stakeholders - acompanhamento contínuo dos relatórios existentes para assegurar a qualidade das informações e a manutenção de uma frequência adequada de atualização. - transformar grandes volumes de dados em informações estratégicas é um dos principais desafios da função. - o analista deverá compreender as dores das áreas atendidas e propor soluções de visualização que atendam de forma eficaz às necessidades do negócio. - espera-se também que tenha capacidade de síntese e consiga traduzir análises complexas em entregas objetivas, claras e com impacto direto nos resultados. ‌ requirements and qualifications - ensino superior (estatística, matemática aplicada, economia, ciência da computação, tecnologia, física ou áreas correlatas); - conhecimento intermediário em programação (ex.: sql, python, r, pyspark ou spark); - conhecimento criação de dashboard (preferencialmente power bi); - experiência analítica de indicadores e resultados; - conhecimento em excel; - desejável conhecimento em produtos financeiros;` ` ‌ additional information informações adicionais: - vale alimentação e refeição: seu vr e va são flexíveis, para que você atenda às suas necessidades e defina a melhor maneira de utilizá-los; - vale-transporte: para nos encontrarmos na porto; - serviços de transporte: para o seu conforto e segurança no trajeto até o nosso escritório, disponibilizamos vans nas principais estações de acesso à porto: luz, barra funda, santa cecília e júlio prestes; - plano de saúde, odontológico e seguro de vida: para que você possa se cuidar, e também cuidar de seus dependentes; - participação nos lucros - plr: pois sabemos que só vamos crescer, se crescermos juntos; - porto em ação: programa complementar à plr, disponibilizando anualmente, até 2025, uma porcentagem de valor do seu salário em ações da porto; - pais, mães e filhos: auxílio creche ou babá, para cuidar do seu bem mais precioso; - previdência privada - portoprev: para você garantir um futuro mais tranquilo; - gympass: para você possa se exercitar e cuidar da sua saúde física em diversas academias, onde estiver; - bolsa de estudos: para você começar uma graduação ou que sonha em fazer uma segunda faculdade ou pós-graduação. - cursos de idiomas: subsídio para cursos de inglês e espanhol; - programa saúde integral: série de benefícios e iniciativas para te apoiar a encontrar equilíbrio de forma integral, através de três pilares: saúde mental, saúde física e saúde financeira; - desconto em produtos e serviços: para que você possa desfrutar dos produtos e serviços deste nosso ecossistema gigante. ‌ process stages - step 1: registration1registration - step 2: triagem2triagem - step 3: teste/case3teste/case - step 4: entrevista rh4entrevista rh - step 5: entrevista gestor(a)5entrevista gestor(a) - step 6: hiring6hiring ‌ na porto, você importa! a porto é muito mais que uma seguradora: é um ecossistema gigante que utiliza tecnologia para criar soluções, através de quatro verticais de negócio:` `porto bank, porto saúde, porto seguro e porto serviço.` `a reputação e o reconhecimento conquistados ao longo de mais de 7 décadas reforçam o tamanho da porto, uma empresa referência em negócios, feita para e por pessoas. aqui, bate no peito de 13 mil colaboradores o` `orgulho de fazer parte de uma organização sólida e ética,` `que transforma sonhos em realidades fantásticas` `para os nossos mais de 15,8 milhões de clientes. são mais de 101 sucursais e escritórios regionais em todo o brasil. o aprendizado faz parte do nosso dna, e aqui, você terá` `incentivos, ferramentas e gente boa para você aprender e crescer, a cada dia,` `um ambiente de acolhimento e segurança, onde cada um possa ser e se orgulhar de quem se é, promovendo um espaço de respeito e` `vivendo de forma integral e com bem-estar, em uma empresa genuinamente humana. diversidade & inclusão na porto aqui na porto, valorizamos a diversidade e acreditamos que um time plural é imprescindível para o desenvolvimento de todo o nosso negócio, da sociedade, e de cada pessoa, pois entendemos que cada indivíduo é único na construção de um ambiente mais inovador e inclusivo. juntos, trabalhamos diariamente para construirmos um espaço seguro, livre e acolhedor, com mais pluralidade e respeito. por isso,` `incentivamos fortemente a inscrição de mulheres, de pessoas negras e indígenas, de pessoas com deficiência e de pessoas lgbtqia+` `em todas as nossas vagas.",2025-07-25T11:44:00.000Z,Cientista de Dados Pleno - Porto - LinkedIn,['Enviado']
684c138a5be4f9abe78529e7,2025-06-13T12:03:36.307Z," about the job deseja construir um futuro sólido e sustentável e, desenvolver sua carreira? junte-se aos 160 mil funcionários da cargill no mundo, que utilizam novas tecnologias, insights dinâmicos e com mais de 154 anos de experiência, conectam produtores a mercados, clientes a ingredientes e, pessoas e animais aos alimentos necessários para prosperarem. propósito e impacto do trabalho o/a analista de dados é responsável por coletar, processar e analisar conjuntos de dados moderadamente complexos para gerar insights acionáveis e criar relatórios e painéis detalhados usando ferramentas específicas. com supervisão limitada, este trabalho colabora com equipes multifuncionais para garantir a precisão e integridade dos dados, realizando análises estatísticas e de dados usando várias linguagens de programação. esse trabalho oferece suporte à apresentação eficaz de descobertas de dados aos parceiros para atender aos objetivos de negócios. principais responsabilidades - coleta e análise de dados: reúne, processa, prepara e analisa conjuntos de dados moderadamente complexos para extrair insights significativos, desenvolver e manter sistemas de relatórios automatizados para agilizar a análise de dados. - relatórios e visualização: implementa relatórios e painéis detalhados usando várias ferramentas, projeta e completa visualizações de dados para comunicar dados moderadamente complexos com clareza. - análise estatística: suporta a execução de análises estatísticas para identificar tendências, padrões e anomalias nos dados usando software estatístico e linguagens de programação para manipulação e análise de dados. - melhoria de processos: implementa oportunidades encontradas para melhorar os processos de coleta e relatórios de dados e aplica metodologias padrão para gerenciamento e relatórios de dados. - colaboração: trabalha em estreita colaboração com equipes multifuncionais para atender às necessidades de dados, oportunidades de valor e oferece soluções em parceria com equipes de tecnologia digital e engenharia de dados para ajudar a garantir a integridade e a precisão dos dados. - análise de dados: realiza análises de dados moderadamente complexas para descobrir tendências, padrões e insights acionáveis para a tomada de decisões. - garantia de qualidade e validação de dados: executa relatórios e análises moderadamente complexos para apoiar a precisão, consistência e segurança dos dados.` ` qualificações - graduação superior completa - sólida experiência em análise de dados - excel e power bi avançado - vivência com powerapps, python, knime na cargill, todas as pessoas são importantes. a cargill está comprometida em criar e manter um ambiente de trabalho inclusivo e diversificado, onde todos e todas são tratados com dignidade e respeito. alinhada com nossos princípios e valores, a cargill proíbe qualquer tipo de discriminação e assédio contra qualquer pessoa ou candidato (a) no que diz respeito a: raça, etnia, cor, religião, nacionalidade, ascendência, sexo, gênero, identidade de gênero, expressão de gênero, orientação sexual, idade, deficiência, gravidez, informações genéticas, estado civil, status familiar, país de origem, afiliação a sindicato ou qualquer outro status protegido por lei. a cargill também cumpre todas as leis e regulamentos nacionais e locais aplicáveis, relativos à não discriminação e empregabilidade.",2025-07-25T11:44:00.000Z,Analist ade Dados - Cargill - LinkedIn,['Enviado']
684c158cb782e70273ba70ea,2025-06-13T12:12:10.227Z," about the job our client, farmers insurance,` `is one of the most established and respected insurance providers in the united states, delivering a broad range of products including home, auto, life, and commercial insurance. founded in 1928, the company proudly serves over 10 million households nationwide, managing more than 19 million individual policies across all 50 states. they are part of the globally recognized` `zurich insurance group, which oversees its non-claims operations via farmers group inc. with more than 48,000 exclusive and independent agents and nearly 21,000 employees, farmers has written over us$25 billion in gross property & casualty premiums. the company is a market leader in personal lines insurance, offering specialized solutions such as dwelling fire and seasonal property coverage, designed to meet diverse customer needs and protect what matters most. about the position were looking for a motivated and detail-oriented` `data scientist i` `to join our team. in this role, youll work on end-to-end solutions that involve building and operationalizing predictive models, conducting statistical analyses, and creating impactful visualizations that drive real business outcomes across multiple lines of business or shared service functions. youll extract and prepare data from various sources (structured and unstructured), apply advanced analytics techniques (such as clustering, pca, hypothesis testing, and resampling), and help deploy your models into production. youll also support operational tasks like data validation, managing trackers, and contributing to internal communications, all while navigating shifting priorities in a collaborative, fast-paced environment. this is a fantastic opportunity for someone early in their data science journey who is eager to grow, solve real-world problems, and contribute to high-impact projects. youll be part of a globally renowned group that values innovation, learning, and diverse perspectives. requirements must have - 1 to 3 years of experience; - experience with sql, python; - knowledge in version control with github; - experience with power bi or other data visualization tools; - entry level knowledge with modeling and machine learning algorithms; nice to have - insurance and actuarial skills; - experience working on a cloud platform (aws, azure or other) ‌ benefits - competitive salary and performance-based bonuses - comprehensive benefits package - career development and training opportunities - flexible work arrangements (remote) - dynamic and inclusive work culture within a globally renowned group - private health and dental insurance - pension plan - meals tickets - life insurance",2025-07-25T11:44:00.000Z,FBS - Data Scientist I - Capgemini - LinkedIn,['Enviado']
68513c86c8825584ffc53bd9,2025-06-17T10:12:34.292Z," data analyst rio de janeiro par perfeito – match brazil / full-time / remote [apply for this job](https://jobs.lever.co/matchgroup/8237795c-c826-48ca-8e2f-86d7665b571f/apply ""‌"") who are we? we are the latin american branch of match group, the worlds largest company for dating websites and apps. youve probably heard of some of our brands: [match.com](http://match.com/ ""‌""), tinder, okcupid, par perfeito, divino amor, our time, hinge, stir, and many more! our mission is simple: to create meaningful connections for every person everywhere. passion drives us, and we believe in love. we are relentless in our pursuit to build and integrate technology that will help connect people. currently, the groups brands worldwide include: par perfeito - a pioneering brand in brazil and the largest in online serious relationships. [hinge](http://relationships.hinge/ ""‌"") - hinge is an inclusive dating app for real people looking to meet others and pursue real-life relationships. [pof](http://relationships.pof/ ""‌"") - a dating website for people seeking casual or serious relationships. [match.com](http://relationships.match.com/ ""‌"") - the worlds largest dating site. [tinder](http://site.tinder/ ""‌"") - the leading global app to meet new people. match affinity is a division of match group that drives the fastest growing dating apps. every month, millions of users come to our apps, like blk and chispa, to find matches and make great connections. as a data analyst on our product analytics team, you’ll use data to understand our users -- what they need, what they do, how to retain them, and ultimately how to help them find the best dates. then you will partner with cross-functional teams to provide long-term strategic insights for our products. you will also support business trends/forecasting and model the financial impact of new product ideas.  - a strong knowledge querying massive and complex datasets,analyzing, and driving key and actionable insights - working with other cross-functional teams like finance, crm, engineering and business intelligence; proactively engage other teams to identify and drive better user experience - providing internal consulting to product management, marketing, finance, and crm teams on a/b tests as they move initiatives from concept to market - presenting technical content across business stakeholders - working as the product owner of revenue and retention strategies for the product - serving as the subject matter expert on applying various statistical methodologies towards distilling actionable insights - researching issues about customer behavior/changes by analyzing relevant metrics, trends and supporting enterprise level initiatives - supporting these products: chispa, blk, upward, yuzu  you might be a match if: - 3+ years of hands on sql (or structured data) experience along with advanced excel skills - exposure to applied statistics (descriptive statistics, statistical testing, design of experiments, linear modeling, time series analysis etc); python/spss/sas/r experience a plus - self-starter with good communications skills - you have experience going beyond number-crunching, reports, and dashboard creation -- you are able to understand the business impact of the data and make recommendations based on your findings - excellent problem solving skills - bachelor’s or master’s degree in statistics,economics, computer science, engineering related field, marketing, or mba with quantitative focus - experience in product analytics supporting digital applications including mobile apps & consumer internet is preferred - fluent in english  - please submit your cv in english why work with us? our mission is simple - to help people find love and happiness! we also take great care of our employees. here at match group latam, youll have: \-autonomy to develop in a light, fun, and technological environment that encourages innovation through technology; \-flexibility for work and hours; \-competitive salary package and bonuses, according to company policy; \-competitive meal voucher/meal allowance; \-health and dental plan, extendable to spouse and dependents for employees (not included for interns); \-gympass to take care of your health even more; \-home office assistance: every month you will receive an allowance to contribute to home office expenses; \-incentive to participate in events; \-udemy for business: youll have access to the udemy platform, which offers over 183,000 online courses in various areas, on-demand; \-in-company english: we have an in-company english teacher to help develop your second language. the company covers 80% of the costs and the employee covers 20%; \-annual check-up: to take care of our teams well-being, we offer an annual medical check-up for all employees aged 40+, promoting health and well-being through preventive medicine; \-""baby bonding leave"" - extended paternity leave. here at match, we believe that caring for the next generation is a gender-neutral investment. as soon as an employees baby is born, the father takes 100% paid leave for 12 weeks. \-international career opportunities: we have several cases of employees who have been expatriated to contribute to match group in other countries. here, you have the autonomy and freedom of a local company, with the structure and resources of a global corporation. we hope you feel excited to join our team, with the autonomy to bring your ideas to life without worrying about bureaucracy and rigid hierarchies. so, did you like it? how about helping people find love and happiness with us? _if you require a reasonable accommodation to participate in the hiring process — such as during pre-employment testing or interviews — please indicate this by selecting “yes” in the accommodation request field. we’ll reach out to discuss your needs if youre selected for the interview stage._",,Data Analyst - par Perfeito - Glassdoord,['Enviado']
685d4b55fdd2db6d8d2a88f0,2025-06-26T13:30:01.744Z," about the job ‌ na` `[xertica.ai](http://xertica.ai/ ""‌""), não tratamos a inteligência artificial como apenas mais uma ferramenta: ela é a mentalidade central que orienta tudo o que fazemos. nossa filosofia,` `ai first, always, reflete nosso compromisso em redefinir a forma como resolvemos problemas, atendemos nossos clientes e crescemos como empresa e como indivíduos. ‌ nossa visão vai além da simples implementação de soluções de ia. estamos construindo um futuro em que a ia potencializa ao máximo o ser humano — tanto dentro de nossas equipes quanto nas organizações que atendemos. não somos apenas participantes da revolução da ia.` `somos seus arquitetos. ‌ responsabilidades: ‌ - desenvolver e adaptar algoritmos em python para construir soluções completas na google cloud platform (bigquery, vertex ai, cloud functions, looker studio, cloud storage). - atuar em todas as etapas da jornada de dados: coleta, tratamento, processamento, modelagem e visualização. - projetar e implementar soluções de machine learning (treinamento, inferência e mlops). - empregar técnicas de engenharia de prompt para aprimorar interações com modelos de linguagem natural (llms) e construir soluções personalizadas. - integrar apis com llms e outras ferramentas para ampliar funcionalidades e valor das soluções entregues. - processar dados com modelos estatísticos e de aprendizado supervisionado/não supervisionado, visando resolver problemas de negócio. - garantir a entrega de soluções de ciência de dados que tragam impacto, produtividade e rentabilidade para os clientes. ‌ ‌ requisitos obrigatórios: ‌ - formação superior em engenharia, ciência da computação, estatística, matemática ou áreas correlatas. - mínimo de 2 anos de experiência em funções como business analytics, cientista de dados ou projetos de consultoria em dados. - sólidos conhecimentos em python e sql/pl-sql. - experiência com ferramentas e serviços em nuvem (foco em google cloud platform). - familiaridade com técnicas de engenharia de prompt. - experiência com integração de apis. - experiência prática com machine learning (modelos supervisionados e não supervisionados, tensorflow). - conhecimento de ferramentas de visualização como looker studio, tableau ou power bi. - conhecimento em mineração de dados. ‌ se você se sente movido por ideias ousadas e pelo desejo de moldar o futuro, convidamos você a se juntar a nós, candidate-se através do forms: ‌ [https://forms.gle/juqsnp2cntyv6nff9](https://forms.gle/juqsnp2cntyv6nff9 ""‌"")",,Cientista de Dados - Xertica.ai - LinkedIn,[]
686e3e55c42224bcc20f55f1,2025-07-09T10:04:53.604Z," about the job working at bitso we are a diverse team that takes pride in understanding the perspectives of others. we fully embrace working remotely and we are eager to act, improve and accelerate progress inside and outside of our organization. to drive revolutionary changes in society and make crypto useful, we delight our customers with world-class products, deep care, and intentional empathy. your purpose` ` as a data analyst at bitso, youll do more than crunch numbers—youll be at the heart of our mission to make crypto useful. join our data analytics & research (dar) team and transform complex data into actionable insights that shape our products and drive our data-driven culture. this is a unique opportunity to gain hands-on experience in both business analytics and experimentation, with dedicated mentorship in a supportive, remote-first environment. if youre ready to learn and make a real-world impact, we encourage you to apply. reports to analytics manager at the data analytics & research (dar) team. who you are a data analyst who is eager to learn, highly analytical, and comfortable working with structured data to derive basic insights and support experimentation. you will execute sql queries, build dashboards, and assist in simple a/b tests and survey analyses under close guidance. must-have qualifications: ‌ - bachelor’s degree in economics, actuarial science, computer science, statistics, or a related field. - intermediate knowledge of sql. - experience building and maintaining dashboards (e.g., looker, excel, google sheets). - strong written and verbal communication skills in english and spanish. - collaborative mindset: communicates findings clearly to your immediate team and squad. ‌ core competencies: ‌ - data extraction & bi: execute sql queries for data extraction; define and track basic kpis. - dashboards & reporting: build standard dashboards; maintain documentation of metrics. - exploratory analysis & insights: conduct basic exploratory analyses to identify initial trends and patterns; answer well-defined business questions. - causal inference support: basic understanding of a/b testing; assist in monitoring simple experiments and product roll-outs; help prepare experiment reports. - survey design & analysis: basic understanding of survey data; summarize pre‑collected survey responses (frequency tables, cross-tabs). - statistical foundations: understands statistical concepts - collaboration & scope: delivers assigned tasks with clear guidance; focuses on specific datasets or reports; works effectively within the dar squad. ‌ what you will do` ` ‌ - core analytics & bi - write and optimize sql queries to extract, clean, and validate data from our warehouse. - build and maintain operational dashboards in looker/excel/google sheets. - define, document, and track a set of basic kpis for key business areas. - exploratory analysis & insights - conduct initial data exploration to surface trends, anomalies, and potential opportunities. - answer ad‑hoc, well‑scoped business questions using available data. - causal inference & experimentation support - assist in the setup and basic monitoring of a/b tests and product rollouts. - prepare simple experiment reports (e.g., conversion rate lift, basic statistical summaries). - survey analysis - summarize pre‑collected survey responses; generate frequency tables and cross‑tabulations. - create clear, concise summaries of survey findings for stakeholders. - team collaboration & delivery - communicate results and recommendations clearly to your immediate team and squad. - deliver on assigned projects with clear guidance, focusing on defined deliverables and timelines. [_research_](https://hbr.org/2022/07/apply-to-a-job-even-if-you-dont-meet-all-criteria ""‌"")` `_in diversity, equity, and inclusion suggests that individuals may hesitate to apply for jobs if they do not meet all the listed criteria. at bitso, we value diversity and your unique strengths could be just what were looking for. if this role excites you but you dont match every point in the description, we still want to hear from you._ who we are with over 9 million users, bitso is the leading cryptocurrency platform in latin america. we are developing the cryptocurrency ecosystem in the region and enabling financial inclusion. we believe crypto is the future of finance, and we’re committed to making it useful by providing equal access to safe and intuitive financial products. when we hire people for our team, we specifically test for the following traits in addition to our cultural values: ‌ - mission-driven: we seek individuals who are passionate about crypto and bitso’s mission and resilient in facing industry challenges - high sense of urgency: we prioritize candidates who demonstrate a high sense of urgency and responsibility. - exceptional hard skills: we seek individuals who possess exceptional skills in their respective fields, with no room for mediocrity. - self-management: we look for individuals who can independently manage their work, career, and professional development.` ` ‌ compensation & benefits at bitso, you are taking the front seat on the edge of crypto innovation, creating the next generation of crypto-powered products. so for those willing to commit, adapt and pioneer the most important change of the century we offer: ‌ - me time program, including unlimited paid time off. - remote-first work environment. - employee stock option program. - zero trading fees through our bitso alpha app. - extended family leave policy: all birthing parents, non-birthing parents and adopting parents are eligible for a 4-months leave. - premium health, dental and life insurances in mexico, gibraltar, colombia, usa, brazil and argentina. - monthly stipend for gym memberships, relaxation activities, sports equipment, cooking classes, books, entertainment and more. ‌ want to leave an undoubtedly legacy with us? fasten your seatbelt and join this spaceship, where you will find exponential growth and the opportunity to thrive! ‌ - these are the applicable requisites, although equivalent competencies in any of the above will also be considered. - to see our privacy policy please click` `[here](https://bitso.com/terms ""‌"").",2025-07-23T10:04:00.000Z,Data Analyst - Bitso - LinkedIN,['Enviado']
686e78ff04d8af0dc03ac42b,2025-07-09T14:14:09.194Z,,2025-07-23T10:04:00.000Z,Cientista de dados Junior - Yandeh - LinkedIn,['Enviado']
686e9cb0dcbd24e217a7e64d,2025-07-09T16:58:21.989Z," about the job vem trabalhar com a gente. vem ser cora! sobre a cora das 21 milhões de empresas do brasil, 93% são pequenos e médios negócios e, apesar de serem responsáveis por ⅓ do pib do país e 60% dos empregos, as pequenas e médias empresas (pmes) não são o foco da maioria das instituições financeiras. isso muda com a cora, banco digital criado exclusivamente para apoiar pmes. com 5 anos de existência, já somamos mais de` `1 milhão de clientes e 300 pessoas trabalhando de forma remota em vários lugares do brasil.` ` dia a dia como analista de dados pleno - cx na cora - construção de dashboards e análises para a área de customer experience; - responsável por receber, analisar e priorizar as construções das solicitações recebidas pelas outras áreas relacionadas a dados; - conversar e ter alinhamentos com outras áreas, para entender contexto e antecipar necessidades; - realizará a documentação dos dados e também o refinamento dos dados da área, com foco em ter dados confiáveis para tomada de decisão; - mentorar analista júnior com conhecimento técnico e priorizações; - endereçar insights identificados para áreas que consomem nossos dados. quem estamos buscando uma pessoa com: - conhecimento avançado em sql; - habilidades para mentorar senioridades anteriores no dia-a-dia; - conhecimento em análise de dados e estatística para gerar insights para as áreas que consomem nossos relatórios; - familiaridade com processo de gerenciamento de atividades e status report; - documentação de tabelas, queries, gráficos e dashboards; - criar, manter e refinar dashboards, gráficos e queries em data viz, com olhar crítico para o dado apresentado; - conhecimento de google sheets para auxiliar na automatização de relatórios fora de ferramentas oficiais de dados; - saber se relacionar com stakeholders diversos; - queremos democratizar cada vez mais o acesso aos dados, portanto criar visualizações que sejam escaláveis e simplificadas são um fator importante. cultura da cora potencializamos o espírito empreendedor e valorizamos quem empreende e vive a nossa cultura no dia a dia. precisamos de energia e inconformismo para resolver problemas dos nossos clientes, construindo (muitas vezes do zero) produtos e soluções financeiras simples e acessíveis para ajudar pessoas empreendedoras a tomar decisões informadas de negócio. buscamos pessoas inconformadas e excelentes no que fazem (levantamos a barra), que trabalhem de forma autônoma e resolutiva (fazemos acontecer), colaborativa (trabalhamos juntos) e empática (pensamos nas pessoas). o que oferecemos um ambiente dinâmico, com oportunidades de aprender construindo todos os dias, trabalhando de forma colaborativa e gerando alto direto para donos e donas de pequenos e médios negócios. para te apoiar financeiramente: - remuneração competitiva - 14º salário - benefícios flexíveis no cartão flash - a partir de 1 ano de cora, todas as pessoas podem adquirir ações` ` para apoiar a sua saúde e bem-estar: - plano de saúde sulamerica com inclusão de dependentes - plano odontológico bradesco - apoio e suporte 24h da pipo saúde - parceria com gympass - parceria com zenklub - seguro de vida zurich - licença parental estendida (180 dias para gestante e 90 dias para não gestante) - auxílio-creche para pais e mães com filhos até 6 anos. modelo de trabalho flexível: - trabalho 100% remoto - day off de aniversário - 5 day offs por ano para emendar feriados ou combinar uma folga - auxílio home office mensal - banco de horas semestral e flexibilidade nos horários de entrada e saída desde que dentro do horário comercial (08h-20h) - equipamentos para trabalhar em casa (monitor extra, cadeira, escrivaninha, fone de ouvido e apoio para pé) - convênio com a plataforma de coworkings woba` ` oportunidade de desenvolvimento: - auxílio aprendizagem de r$ 3.000 por ano para cursos, livros, eventos, graduação, pós graduação, entre outros; - para profissionais em início de carreira, o benefício é de r$ 4.000.` ` informações adicionais - política de privacidade: fazemos algumas perguntas já nesse primeiro momento pensando em agilizar o seu processo. se quiser saber mais sobre como usamos os dados, pode conferir nossa política de privacidade aqui. - para saber mais sobre a cora: visite nosso site e nosso linkedin.",2025-07-24T01:00:00.000Z,Analista de Dados Pleno - CX - Cora - LinkedIN,['Enviado']
686f8beef2c0d5849fccb611,2025-07-10T09:46:55.875Z," about the job buscamos pessoas inquietas por inovação, que procuram soluções criativas e novas perspectivas, que tenham o olhar direcionado ao cliente, e que reconheçam que a curadoria e o conhecimento compartilhado são as melhores maneiras de construir relações de confiança. identificou-se? então a víssimo é para você. venha fazer parte do nosso time! responsabilidades e atribuições como` `analista de dados pleno,` `você vai: - apoiar no desenvolvimento e na criação de novos pipelines de dados, visando estratégia, enriquecimento do datalake; - executar integrações de dados com foco em estratégia junto aos clientes; - criação de etls reversos com kestra; - participar de reuniões e definições de novos projetos de dados e bi com foco em cloud aws. ‌ requisitos e qualificações para isso, a gente espera que você tenha: - experiência em executar projetos de grandes volumes de dados e inovação no cloud aws; - vivência com ferramentas de etl; - conhecimento técnico em sql – query, procedures/functions; - conhecimento python (intermediário); - conhecimento em modelagem de dados avançado – experiência com base de dados complexas e grandes volumes de dados, ter a capacidade de escrever e executar sql complexos, performáticos traduzindo a necessidade do negócio; - conhecimento em ferramentas de bi – (looker, looker studio, quicksight e powerbi); - conhecimento em cloud computing – (aws); - experiência com metodologias ágeis; - atuado em projeto de dados, e ter feito o acompanhamento da entrega do começo ao fim e na sustentação dos projetos. ‌ e nos surpreenderia se tivesse: - conhecimento em airflow ou kestra ‌ todas as vagas são abertas para pessoas com deficiência (pcd) nos processos seletivos da víssimo group, não há qualquer tipo de distinção em virtude de gênero, orientação sexual, religião, crença, condição social ou raça. informações adicionais aqui você vai encontrar: - espaço para criar e colaborar com a área, imprimindo o seu jeito de ser e conhecimentos que deram certo em outros lugares; - benefícios como: vale-transporte, vale-refeição/alimentação, assistência médica e odontológica, convênio farmácia, convênio pet, benefício de academia (wellhub), day off de aniversário, desconto na wine locals, creditas e clube de desconto em produtos evino e grand cru. - jornada 100% home office; - conexão víssimo quinzenal: bate papo com o nosso ceo e diretores; ‌ onde estamos localizados? rua bela cintra, 986 - 8º andar - consolação - sp siga-nos nas redes: - instagram: \@vissimogroup | \@evino | \@grandcruvinhos - [https://www.linkedin.com/company/vissimo-group/](https://www.linkedin.com/company/vissimo-group/ ""‌"") [linkedin.com/company/evino](http://linkedin.com/company/evino ""‌"") / [linkedin.com/company/grand-cru-importadora-ltda/](http://linkedin.com/company/grand-cru-importadora-ltda/ ""‌"") - [facebook.com/evino](http://facebook.com/evino ""‌"") / [http://facebook.com/grandcruvinhos](http://facebook.com/grandcruvinhos ""smartcard-inline"") - twitter: \@evino - [http://youtube.com/evino](http://youtube.com/evino ""smartcard-inline"") / [http://youtube.com/c/grandcru](http://youtube.com/c/grandcru ""smartcard-inline"") /",2025-07-25T01:00:00.000Z,Analista de Dados Pleno - Vissimo Group - LinkedIN,['Enviado']
686f8f29c7ac8188f8afeb92,2025-07-10T10:00:28.628Z, about the job the work: embrace the opportunity to dive into the world of data science! you will have the chance to perform independently and become a subject matter expert while actively participating in discussions and contributing to solutions for work-related challenges. this role is designed for those who are passionate about leveraging data to drive insights and innovation. we are excited to see how your unique perspective can enhance our collaborative environment! design and develop custom software solutions across various system components. create implementation or integration approaches for applications and components. translate system requirements into detailed design specifications. provide primary support for the installation of application releases into production. ensure that applications are designed and coded in accordance with programming standards and interface specifications. heres what you will need: intermediate proficiency in data science. beginner proficiency in machine learning. a minimum of 1 year of experience in relevant related skills. bachelors degree in relevant field of studies. bonus points if you have: beginner proficiency in microsoft azure. beginner proficiency in python software development. ‌ - the work: embrace the opportunity to dive into the world of data science! you will have the chance to perform independently and become a subject matter expert while actively participating in discussions and contributing to solutions for work-related challenges. this role is designed for those who are passionate about leveraging data to drive insights and innovation. we are excited to see how your unique perspective can enhance our collaborative environment! ‌ design and develop custom software solutions across various system components. create implementation or integration approaches for applications and components. translate system requirements into detailed design specifications. provide primary support for the installation of application releases into production. ensure that applications are designed and coded in accordance with programming standards and interface specifications. heres what you will need: intermediate proficiency in data science. beginner proficiency in machine learning. a minimum of 1 year of experience in relevant related skills. bachelors degree in relevant field of studies. bonus points if you have: beginner proficiency in microsoft azure. beginner proficiency in python software development.,2025-07-25T01:00:00.000Z,AI/ML PL Data Scientist - Accenture Brasil - LinkediN,['Enviado']
